date,bank,useful_count,rating,sentiment,cleaned_review
"Mar 13, 2020",HDFC Bank,10,5.0,positive,year purchas save account hdfc son bought home loan given account calcul averag balanc month amount rs sometim use visit branch gener enquiri branch crowd time
"Mar 13, 2020",HDFC Bank,12,5.0,positive,long back use save account hdfc bank zero balanc account sinc salari cum save ever withdraw cash get alert messag applic good hdfc bank good custom servic respond properli
"Mar 13, 2020",HDFC Bank,10,3.0,neutral,year back open salari account hdfc exist save account hdfc around year convert salari account maintain minimum balanc rs maximum atm withdraw limit rs dont deduct hidden charg
"Mar 13, 2020",Axis Bank,9,5.0,positive,hold save account axi bank year hidden charg bank zero balanc account use mobil app net bank user friendli access atm branch near resid
"Mar 13, 2020",HDFC Bank,9,5.0,positive,hdfc bank maintain minimum balanc rs use save account quit long time bank good atm facil ever cash withdraw instantli get alert messag given intern debit card
"Mar 12, 2020",Axis Bank,29,0.5,negative,axi bank limit option menu custom support mean welcom queri apart set menu phone bank number useless doesnt provid extra info let us speak custom support execut neither option write mail regard issuew directli visit bank branch alway possibl offic time branch work time expect us visit branch everi issu get resolv aleast let us write issuethi realli disgust wast time call custom support download app solut also limit option issu face non deduct auto debit set payment decid date complain pay penalti non payment due date bank take offic visit axi bank branch report work done bank
"Mar 12, 2020",SBI,13,4.0,positive,almost year back went sbi branch open save account good credibl market earlier need hold minimum balanc rs requir conveni use net bank mobil app facil find atm even remot area
"Mar 12, 2020",Citibank,10,4.0,positive,open salari account citi bank year never hassl till criteria maintain minimum balanc good use net bank mobil app facil visit branch signatur verif respons good branch
"Mar 12, 2020",Axis Bank,10,5.0,positive,hold save account axi bank year onlin open account hidden charg bank zero balanc account atm branch near reach directli get good offer messag sm charg applic rupe
"Mar 12, 2020",SBI,10,2.0,negative,hold save account sbi bank year hidden charg bank user friendli access mobil app need maintain minimum balanc account k get alert messag bank whenev transact
"Mar 12, 2020",Axis Bank,1,2.0,negative,salari account axi bank month back hidden charg bank zero balanc account use mobil app user friendli access use account transact amount mostli onlin transact rather atm
"Mar 12, 2020",Axis Bank,0,5.0,positive,open axi bank salari account last year ago maintain minimum balanc rs even though salari account dont take hidden charg comfort use net bank mobil app facil idea bank atm withdraw charg
"Mar 12, 2020",HDFC Bank,0,5.0,positive,maintain save account hdfc bank month back sinc friend suggest mean futur go take home loan open account need maintain minimum charg k nomin get offer messag end get alert messag time bank end transact
"Mar 12, 2020",SBI,1,5.0,positive,hold salari account sbi approxim yea need maintain minimum balanc around k sm atm charg applic quarterli rupe mobil app fine use atm branch servic good
"Mar 12, 2020",Kotak,1,4.0,positive,recent open save account kotak mahindra bank made transact account provid zero balanc account get valid address proof open account find branch place take kind hidden charg
"Mar 12, 2020",IndusInd Bank,5,5.0,positive,earlier previou compani provid salari account indusind bank dont take charg atm withdraw dont deduct hidden charg use mobil app bank better use zero balanc account use
"Mar 12, 2020",SBI,0,5.0,positive,overal use state bank account year past year use salari account anyway need maintain minimum balanc rs chosen bank nativ open account deposit easi way cash deposit machin transact app
"Mar 12, 2020",Axis Bank,1,3.0,neutral,axi bank good custom care interact custom polit way friend refer bank henc chose bank save account zero balanc account use nice use net bank facil overal im happi servic
"Mar 11, 2020",SBI,1,4.0,positive,use sbi salari account use frequentlyi use account past year use net bank well mobil bank servic user friendli use money transfer well credit card bill payment custom servic also good drawback face far
"Mar 11, 2020",Canara Bank,8,4.0,positive,open save account canara bank use last year chosen account home town branch locat nearbi place execut respons good need hold minimum balanc rs app facil conveni use could find branch atm place
"Mar 11, 2020",SBI,3,5.0,positive,year open salari account state bank india bank account conveni use given zero balanc account went branch get passbook get atm card well respons okay branch cashless one branch crowd
"Mar 11, 2020",Kotak,2,5.0,positive,go year sinc im use save account kotak mahindra bank like servic salari also get credit account im fine net bank mobil app facil visit branch chang mobil number servic good branch also
"Mar 11, 2020",SBI,1,5.0,positive,compar earlier sbi provid good servic hold account year open person use need maintain minimum balanc account branch servic fine near home reach
"Mar 11, 2020",HDFC Bank,0,5.0,positive,use save account hdfc bank almost year maintain minimum balanc rs mandatori even though salari account sometim im face issu like charg high amount im maintain balanc find branch place
"Mar 10, 2020",Canara Bank,8,5.0,positive,canara bank use salari account shift compani cannot use account yet convert save account hold account past year sm charg applic rupe nomin atm charg rupe use mobil app net bank user friendli access
"Mar 10, 2020",HDFC Bank,0,5.0,positive,hold salari account hdfc past year sinc salari account need maintain minimum balanc amount transact time exceed atm charg rupe mobil app user friendli face server issu custom servic good respons
"Mar 10, 2020",HDFC Bank,1,3.0,neutral,hold save account person need hdfc bank year hidden charg bank need maintain minimum balanc amount k account charg applic rupe plu gst use net bank user friendli access
"Mar 10, 2020",Kotak,1,4.0,positive,recent open save account kotak bank last decemb need maintain minimum amount k onlin save account nomin charg atm branch near home far got time offer messag end
"Mar 10, 2020",Axis Bank,1,5.0,positive,save account chosen axi bank open account year previou compani salari account convert save account zero balanc account use branch respons good staff help find branch atm almost place
"Mar 10, 2020",HDFC Bank,0,4.0,positive,year ago open salari account hdfc offer compani dont need maintain minimum balanc good use net bank facil visit branch respons good branch much crowd drawback limit transact bank atm
"Mar 10, 2020",HDFC Bank,0,4.0,positive,open salari account year ago never face issu till question long way connect sometim use hung call custom talk fine use net bank facil dont charg hidden charg transact smooth
"Mar 10, 2020",SBI,2,4.0,positive,save account open sbi last year ago prime minist modi ask everi citizen india need open account state bank india open account minimum balanc maintain year ask hold minimum balanc rs dont deduct hidden charg
"Mar 10, 2020",HDFC Bank,0,5.0,positive,maintain salari account hdfc past month got option open account compani branch km distanc home atm servic good realli good place get good loan card offer end
"Mar 10, 2020",SBI,2,5.0,positive,save account past year sinc famili member open account servic good prefer bank need maintain minimum amount k minimum charg applic rupe month branch quit far place get offer far
"Mar 10, 2020",IDBI,10,2.0,negative,idbi bank account benefit good henc rare use account save account open year zero balanc account use dont mobil app facil branch respons much good visit branch open account lot hassl
"Mar 10, 2020",SBI,1,5.0,positive,studi open save account state bank india colleg open account branch avail campu need maintain minimum balanc rs branch respons good visit year
"Mar 09, 2020",HDFC Bank,0,5.0,positive,work previou compani open salari account hdfc bank maintain past year suddenli chang compani open account salari yet convert hdfc account save activ didnt come across hidden charg bank
"Mar 09, 2020",Axis Bank,1,4.0,positive,axi provid chanc open salari account maintain past month hidden charg bank zero balanc account use get alert messag time bank whenev transact proper follow month appli loan updat end
"Mar 09, 2020",Axis Bank,0,5.0,positive,salari account axi bank year hidden charg bank zero balanc account easi access mobil app net bank use get alert messag mail bank whenev transact use get card offer loan
"Mar 08, 2020",SBI,1,5.0,positive,hold salari account sbi year hidden charg bank zero balanc account use net bank user friendli access use get alert messag bank whenev transact get much offer bank
"Mar 08, 2020",Axis Bank,0,5.0,positive,axi bank sale execut came compani open salari account year use zero balanc account net bank facil best easi access mobil app get notif immedi whenev im transact never visit branch till call centr respons good
"Mar 08, 2020",HDFC Bank,0,5.0,positive,hold salari account hdfc one year hidden charg bank zero balanc account use mobil app user friendli access quarterli basi charg applic rupe sm charg atm charg applic use time month
"Mar 07, 2020",HDFC Bank,0,5.0,positive,compani given option maintain salari account hdfc bank hold account year hidden charg minimum transact amount k low need maintain minimum rupe atm branch near mobil app net bank user friendli access get alert messag bank whenev transact
"Mar 07, 2020",Punjab National Bank,15,5.0,positive,recent taken pnb save account told maintain balanc rs even though im maintain minimum balanc deduct lot hidden charg atm branch near home custom servic give proper respons
"Mar 06, 2020",SBI,0,4.0,positive,use sbi salari account year transact done frequent use net bank mobil bank servic much user friendlyi use servic credit card bill paymenteach transact safe secur satisfi servic
"Mar 06, 2020",HDFC Bank,0,4.5,positive,compani gave salari account hdfc open account year may zero balanc account use good use internet bank mobil app facil visit branch chang net bank pin respons superb take extra charg custom account without custom knowledg
"Mar 06, 2020",HDFC Bank,0,5.0,positive,use hdfc save account almost year need maintain minimum balanc rs branch nearbi offic henc chosen bank staff respons realli good dont deduct hidden charg charg non balanc mainten like less requir balanc charg rs
"Mar 05, 2020",Kotak,2,4.0,positive,open save account kotak mahindra bank mainten zero balanc save purpos chosen account im much transact account use onlin bank facil mobil app avail account last month back
"Mar 05, 2020",HDFC Bank,0,4.0,positive,use salari account hdfc bank almost year zero balanc account use experienc net bank facil good use tri mobil app im receiv otp immedi whenev im onlin transact dont deduct kind addit charg
"Mar 05, 2020",HDFC Bank,0,5.0,positive,open salari account hdfc year compani provid account zero balanc account excel use net bank mobil app facil time went hdfc branch convert old cash new one transact issu respons good
"Mar 05, 2020",Axis Bank,0,3.0,neutral,use salari account axi bank year compani provid account dont need hold minimum balanc im use internet bank mobil app facil safe secur taken addit charg account
"Mar 05, 2020",HDFC Bank,0,5.0,positive,hdfc bank salari account use past year onward net bank mostli use money transfer credit card bill payment well transact safe bank servic much comfort pretti good
"Mar 05, 2020",SBI,0,4.0,positive,use salari account state bank india year proper respons call centr peopl good respons branch also regard transact detail call banker ask custom wait long time dont deduct hidden charg
"Mar 05, 2020",SBI,0,4.0,positive,sbi give attract interest rate custom chosen save account sbi im use account last year conveni use net bank facil ive download yono app phone im maintain minimum balanc account charg amount deduct rs atm debit card yearli basi
"Mar 04, 2020",Citibank,1,4.5,positive,use citi bank salari account past year net bank use neft transfer mobil bank upi payment queri contact custom servic give good respons rectifi issu bank servic much satisfi fraudul transact happen far
"Mar 04, 2020",SBI,0,5.0,positive,state bank india save account maintain minimum balanc rs everi month atm servic good whenev withdraw cash get alert messag custom servic respons good
"Mar 04, 2020",SBI,0,5.0,positive,appli car loan open save account sbi year back use account emi payment loan need maintain minimum balanc k charg applic sinc nation bank account use india use
"Mar 03, 2020",SBI,0,5.0,positive,sbi salari account user friendli transact safe secur bank servic need maintain minimum balanc rs custom servic respons good mostli go branch directli issu
"Mar 03, 2020",Citibank,1,5.0,positive,hold salari account citi bank past year hidden charg bank use get alert messag bank whenev transact mostli use onlin transact opt whatsapp also get messag
"Mar 03, 2020",Axis Bank,1,4.0,positive,axi bank salari account past year use net bank servic well mobil bank servic user friendli mostli use servic onlin payment money transfer credit card bill payment transact safe secur also servic good get good respons
"Mar 03, 2020",Axis Bank,1,4.0,positive,lot consult charg close axi bank save account charg non balanc mainten maintain k save account bank servic good staff help went branch close save account
"Mar 03, 2020",SBI,1,5.0,positive,salari account state bank india dont take hidden charg earlier salari account convert save account henc dont need maintain minimum balanc use internet bank fair use addit charg atm withdraw salari account unlimit withdraw
"Mar 03, 2020",Punjab National Bank,4,5.0,positive,use punjab nation bank salari account past year get messag alert well email alert transact bank servic good custom servic much satisfi well everi transact done frequent fraudul transact happen far
"Mar 03, 2020",Kotak,0,5.0,positive,hold save account kotak bank salari come save need maintain minimum balanc kotak bank good applic debit card charg custom servic respons give proper repli
"Mar 03, 2020",SBI,0,5.0,positive,sbi use save account year requir minimum balanc colleg father open account still use account everi shop cash withdraw get messag instantli atm servic near resid
"Mar 03, 2020",Axis Bank,0,4.0,positive,use axi bank save account past year net bank servic well mobil app use money transfer upto lakh emerg purpos also track transact safe secur fraudul transact happen custom servic also good get good respons
"Mar 03, 2020",Axis Bank,0,5.0,positive,salari account open year select axi bank treat custom satisfactori way net bank good websit easi understand custom friendli dont deduct kind hidden charg usual visit bank staff respons well manner
"Mar 03, 2020",SBI,0,5.0,positive,hold save account state bank india almost year requir maintain minimum balanc mobil app facil realli good visit branch sometim give request chang address respons good branch much crowd
"Mar 03, 2020",Kotak,0,5.0,positive,chosen save account kotak mahindra bank use account last year requir minimum balanc atm servic near resid whenev shop get alert messag
"Mar 02, 2020",SBI,4,1.5,negative,want opn siev account
"Mar 02, 2020",HDFC Bank,0,4.0,positive,get salari hdfc account henc hold account year hidden charg bank zero balanc account use mobil app user friendli access use get alert messag bank whenev transact atm branch near reach directli
"Mar 02, 2020",Punjab National Bank,4,5.0,positive,interest rate low punjab nation reason open save account bank zero balanc account use net bank facil date version went branch appli loan staff given cold respons im satisfi branch manag help
"Mar 02, 2020",Axis Bank,0,3.5,neutral,compani gave salari account axi bank use zero balanc good use mobil app net bank facil contact branch twice complain unknown charg problem rectifi dont know reason charg
"Mar 02, 2020",Axis Bank,1,5.0,positive,join custom given salari account default bank account axi bank zero balanc account im maintain minimum balanc rs quit conveni use internet bank everyth avail onlin upi payment fund transfer fd invest scheme forex
"Mar 02, 2020",HDFC Bank,1,4.0,positive,hdfc salari account charg rs maintain minimum balanc even though zero balanc mainten account rais complaint havent rectifi open account year ago went branch give good respons custom
"Mar 02, 2020",SBI,0,5.0,positive,sbi salari account past year use net bank servic well mobil bank servic servic mostli use money transfer take transact statement need travel long branch bank servic also much satisfi
"Mar 02, 2020",Axis Bank,1,3.0,neutral,year open salari account axi bank sinc branch locat near resid zero balanc account use use internet bank mobil app facil deduct charg account check custom care
"Mar 02, 2020",SBI,0,5.0,positive,sbi good bank back bone india account sbi year till im run account first bank account need hold minimum balanc rs sometim face issu deposit outsid chequ taken much high time credit money account
"Mar 02, 2020",Axis Bank,2,5.0,positive,im use axi bank last year till date face problem zero balanc account henc im maintain money okay use net bank facil charg hidden amount neft transact
"Mar 02, 2020",Axis Bank,1,5.0,positive,maintain save account axi bank past year directli visit bank open account need maintain minimum balanc k charg nomin consolid charg year rupe fine atm branch near km mobil bank net bank user friendli access
"Mar 02, 2020",Axis Bank,1,5.0,positive,salari person hold salari account axi bank given compani near year need maintain minimum balanc amount left job start busi went bank directli ask suggest account whether hold told sinc busi close account henc done
"Mar 01, 2020",Kotak,1,4.0,positive,chosen save account kotak mahindra bank use account last year account minimum balanc mainten rs dont problem use internet bank mobil app facil dont deduct kind hidden charg
"Mar 01, 2020",HDFC Bank,1,5.0,positive,open save account hdfc use year bank manag polici stabil reliabl bank need hold minimum balanc rs far know come across condit time charg
"Mar 01, 2020",SBI,0,4.0,positive,never interact sbi call centr peopl till kind enquiri save account last year open account zero balanc mainten account branch servic good bank alway rush long queue wait staff rude custom improv
"Mar 01, 2020",Axis Bank,1,4.0,positive,last year use salari account axi bank face issu till zero balanc account even though use hold minimum balanc rs wont atm withdraw money els deduct money rs cross limit
"Mar 01, 2020",SBI,0,5.0,positive,state bank india salari account compani maintain record sbi need maintain minimum balanc rs even though salari account dont cut hidden charg account withdraw upto rs atm per day
"Mar 01, 2020",Axis Bank,4,5.0,positive,hold salari account axi bank one year sinc salari account need maintain minimum balanc use get offer messag banker send alert messag time whenev transact mostli prefer use onlin transact rather atm
"Mar 01, 2020",SBI,1,4.0,positive,use sbi save account sinc five year zero balanc account use use internet bank mobil app facil that realli good deduct hidden charg account charg debit card yearli sure amount
"Mar 01, 2020",SBI,1,5.0,positive,open save account state bank india almost time father use sbi account henc recommend take account maintain balanc amount mandatori good use net bank facil send sm regard transact charg rs per year
"Mar 01, 2020",HDFC Bank,5,5.0,positive,use salari account hdfc almost year need maintain kind minimum balanc good use internet bank facil mobil app send otp time whenev im onlin transact found atm branch locat
"Mar 01, 2020",SBI,0,4.5,positive,sbi good brand sens secur public sector bank hold save account sbi around year need maintain minimum balanc nowaday im much transact account easi get thing get resolv sent mail team regard card replac issu sort till visit branch henc found custom friendli
"Mar 01, 2020",SBI,0,5.0,positive,open save account sbi year back good bank branch everi villag india need hold minimum balanc rs good use internet bank mobil app facil everi time deduct money without custom knowledg bad thing
"Mar 01, 2020",HDFC Bank,7,0.5,negative,open save account long time ago start charg everi small small thing look total unnecessari would recommend peopl go dont wast money even dont word
"Feb 29, 2020",Kotak,3,5.0,positive,hold kotak bank save account maintain account year atm charg use much rather prefer onlin transact atm branch near mobil app net bank user friendli access everi transact safe secur use get offer messag bank end
"Feb 29, 2020",HDFC Bank,0,5.0,positive,hold salari account hdfc bank year option chosen bank zero balanc account far hidden charg face bank get alert messag time whenev transact nomin charg wallet account payzap app get good offer zomato swiggi
"Feb 29, 2020",SBI,0,5.0,positive,open save account sbi eight year ago experi good like custom support need maintain minimum balanc rs took intern debit card annual fee rs
"Feb 29, 2020",HDFC Bank,0,5.0,positive,hdfc good bank execut understand custom concern well readi help cast use save account salari cum save need maintain minimum balanc even though maintain rs
"Feb 29, 2020",SBI,1,4.0,positive,open save account sbi four year ago custom support averag sbi also given intern debit card everi thing good also need maintain minimum balanc rs sinc rural area
"Feb 29, 2020",Axis Bank,1,5.0,positive,transact axi bank year use save account requir minimum balanc maintain rs branch near resid went bank directli link aadhar card thing done onlin
"Feb 29, 2020",Axis Bank,1,4.0,positive,hold salari account axi time deduct amount consolid charg applic monthli wise rupe high need maintain minimum balanc account maintain account past yea atm charg also applic rupe transact time month
"Feb 28, 2020",HDFC Bank,0,4.0,positive,hdfc bank account use save account year custom servic good wont use internet bank hdfc atm servic near resid also get alert messag cash withdraw
"Feb 28, 2020",IndusInd Bank,5,5.0,positive,salari account maintain indusind bank nearli year till issu rate interest less loan hidden charg moreov friendli bank accord experi use onlin servic good need maintain minimum balanc
"Feb 28, 2020",Axis Bank,0,4.5,positive,account axi bank use save account year internet bank easi access need maintain minimum balanc salari cum save initi either transact got fail hr problem resolv
"Feb 28, 2020",SBI,0,4.0,positive,sbi best internet bank fast easi access one use save account year withdraw cash time charg rupe maintain minimum balanc rs mainten charg high
"Feb 28, 2020",Canara Bank,5,5.0,positive,chosen save account canara bank almost year ago offer compani henc took zero balanc mainten bank internet bank mobil app facil good mani time visit branch respons prompt
"Feb 28, 2020",HDFC Bank,0,4.0,positive,transact hdfc bank month hold save account bank salari cum save account need maintain minimum balanc branch kilomet resid went bank link aadhar card thing done onlin app best thing given bio metric finger print access help need put password
"Feb 28, 2020",SBI,0,5.0,positive,sbi bank open save account year branch locat near home monthli need maintain minimum balanc rs use internet bank facil safe secur use addit charg imp neft transact
"Feb 27, 2020",Axis Bank,0,5.0,positive,save account axi bank custom care servic best need spend time easi connect minimum balanc amount rs maintain account till experienc onlin bank mobil app axi bank execut came home approach open save account provid debit card credit card easili
"Feb 27, 2020",Punjab National Bank,4,5.0,positive,chosen save account punjab nation bank branch nearest home need hold minimum balanc rs till deduct kind hidden charg use internet bank mobil app facil use deposit cash deposit machin quarterli visit branch updat passbook respons realli good
"Feb 27, 2020",HDFC Bank,0,4.0,positive,hdfc bank internet bank mobil bank easi access use save account year maintain minimum balanc rs custom servic respons good atm facil near resid
"Feb 27, 2020",SBI,0,4.0,positive,use save account sbi year maintain minimum balanc rs whenev withdraw cash shop get alert messag rate interest good sinc govern organ interest rate nomral domest debit card custom servic good internet bank easi access sbi
"Feb 27, 2020",IndusInd Bank,2,5.0,positive,save account indusind bank use account year custom servic excel need maintain minimum balanc get alert messag atm facil near resid debit card charg
"Feb 27, 2020",HDFC Bank,0,5.0,positive,use salari account hdfc almost year zero balanc account use send monthli statement properli deduct hidden charg account recommend bank other
"Feb 26, 2020",SBI,0,4.0,positive,salari account sbi past year zero balanc account far havent face sm atm charg get alert messag bank transact send offer messag till custom servic bit delay reach custom
"Feb 26, 2020",Axis Bank,1,5.0,positive,axi bank salari account past year use net bank servic well mobil bank servic user friendli servic friendli use account money transfer pay credit card bill payment transact still activ custom servic also good proper respons approach assist
"Feb 25, 2020",Axis Bank,0,5.0,positive,use axi bank salari account past month sinc recent open account use net bank servic well mobil bank user friendli access everi transact safe secur custom servic realli good satisfi servic
"Feb 25, 2020",HDFC Bank,4,5.0,positive,hdfc salari account past three year use net bank mobil bank servic user friendli access use mobil app money transfer credit card bill payment everyth good far
"Feb 25, 2020",SBI,0,5.0,positive,salari account open state bank india branch locat nearbi place need maintain minimum balanc rs internet bank facil good provid proper respons go branch deduct kind unnecessari charg
"Feb 25, 2020",Kotak,1,4.0,positive,open save account kotak mahindra bank friend recommend bank sinc work zero balanc account withdraw upto rs atm per day dont charg anyth atm withdraw even use time
"Feb 25, 2020",HDFC Bank,0,4.0,positive,open salari account hdfc year ago select hdfc salari account sinc need maintain minimum balanc good use internet bank facil branch employe good help lot
"Feb 25, 2020",Axis Bank,8,0.5,negative,need lot improv guid custom tell visit branch peopl tri chase away branch dont know hell show ad visit branch custom servic femal even listen issu tell go branch open account charg much appli new debit card told lost card someon tri access block need replac card tell pay get new card get card use account past year im use servic loan credit card total disappoint axi bank servic
"Feb 25, 2020",Kotak,1,5.0,positive,month ago taken save account kotak mahindra bank person save purpos took account provid zero mainten account open account onlin upload document onlin sent chequ book debit card courier
"Feb 24, 2020",SBI,0,3.0,neutral,save account sbi past year hidden charg bank zero balanc account need maintain minimum balanc rupe use mobil app user friendli access use get alert messag bank whenev transact atm charg applic time month rupe
"Feb 24, 2020",Kotak,1,5.0,positive,kotak mahindra bank maintain good rapport custom hold salari account kotak mahindra bank almost year zero balanc account use mobil app quit good conveni use rare visit branch respons quit prompt
"Feb 24, 2020",IndusInd Bank,5,4.0,positive,indusind salari account sinc chang compani convert save account hold account past year zero balanc account atm branch far away reach get offer messag bank end
"Feb 24, 2020",HDFC Bank,3,5.0,positive,hold salari account hdfc last month need maintain minimum balanc account atm charg transact time month deduct rupe atm branch far away place get offer messag
"Feb 24, 2020",Canara Bank,6,5.0,positive,use canara bank save account year salari cum save account need maintain minimum balanc rs also name print card mob app net bank realli super custom servic good
"Feb 24, 2020",SBI,4,5.0,positive,year back chosen salari account sbi compani refer zero balanc mainten account sbi app better use appli chequ book visit branch given applic submit employe help
